type,state,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
tmax,NC,2004,9.44,9.95,17.53,21.43,27.53,28.41,30.34,28.29,26.04,21.54,17.58,11.91
tmax,NC,2005,11.91,12.03,14.55,20.83,23.77,28.15,31.21,30.59,28.95,22.10,18.14,10.20
tmax,NC,2006,13.95,11.64,16.34,23.65,24.43,28.64,30.81,30.98,25.28,20.53,17.14,15.19
tmax,NC,2007,12.44,9.95,19.36,20.95,25.76,29.56,30.08,33.34,28.77,24.74,16.55,14.22
tmax,NC,2008,10.27,14.05,17.15,20.62,24.65,31.49,30.70,29.82,26.53,20.75,14.71,13.08
tmax,NC,2009,9.33,12.48,15.14,21.59,24.97,29.59,29.48,30.23,25.68,20.41,17.06,9.79
tmax,NC,2010,7.84,7.36,15.58,23.62,26.40,31.54,31.94,30.80,29.36,23.17,16.81,5.89
tmax,NC,2011,7.87,14.12,16.43,22.77,25.85,31.19,32.25,31.15,26.65,21.04,17.85,14.25
tmax,NC,2012,12.61,13.87,21.32,21.57,26.57,28.54,32.28,28.98,26.66,21.06,14.47,14.02
tmax,NC,2013,12.07,10.98,12.53,20.95,24.09,28.56,29.33,28.23,26.50,21.58,15.06,13.27
tmax,NC,2014,8.10,11.91,13.78,21.74,26.65,29.51,29.43,28.24,26.21,22.83,13.85,12.34
tmax,NC,2015,9.68,7.34,16.26,21.43,26.56,30.64,30.98,30.02,26.88,21.30,17.82,17.44
tmax,NC,2016,8.90,11.26,19.72,21.50,24.24,30.01,32.18,31.23,28.72,23.65,18.28,12.18
tmax,NC,2017,12.34,17.35,16.76,23.53,25.57,28.69,31.25,29.21,26.84,23.35,16.69,11.16
tmax,NC,2018,8.17,16.43,13.27,20.15,27.34,30.46,30.48,30.19,29.10,22.48,14.58,12.13
tmax,NC,2019,10.74,14.43,15.37,22.27,28.39,28.84,31.71,30.25,29.77,23.83,14.63,13.75
tmax,NC,2020,12.94,13.47,18.64,20.83,23.09,27.91,31.91,29.92,25.64,23.05,19.06,11.81
tmax,NC,2021,10.01,10.32,,,,,,,,,,
tmax,ND,1990,-0.37,-1.62,5.73,13.22,19.10,25.21,27.49,28.68,24.13,14.42,5.82,-6.16
tmax,ND,1991,-8.21,1.62,5.18,14.39,19.99,25.59,27.74,29.44,20.86,11.23,-0.97,-1.06
tmax,ND,1992,-0.99,0.59,6.20,10.89,22.54,23.36,22.79,24.77,20.63,14.14,-0.47,-7.26
tmax,ND,1993,-9.03,-7.11,3.31,11.94,19.84,21.45,22.65,24.83,18.81,13.25,0.75,-4.02
tmax,ND,1994,-14.03,-10.33,4.46,12.73,21.97,24.54,25.71,26.36,23.28,13.75,4.16,-3.16
tmax,ND,1995,-7.49,-3.15,1.07,8.32,17.54,25.90,26.45,28.29,21.30,12.01,-0.62,-6.41
tmax,ND,1996,-12.15,-4.37,-2.64,8.36,16.49,25.56,26.23,28.68,20.20,12.89,-4.64,-10.72
tmax,ND,1997,-11.39,-3.06,0.47,8.53,18.23,27.12,26.64,27.18,23.85,14.46,0.96,0.58
tmax,ND,1998,-7.05,1.21,-0.60,15.52,21.65,21.55,28.42,28.62,25.17,13.25,2.28,-2.67
tmax,ND,1999,-8.80,0.16,5.32,12.27,18.83,23.65,27.89,26.82,18.87,13.45,10.04,1.70
tmax,ND,2000,-5.22,0.69,8.10,12.83,20.74,22.66,27.84,27.96,21.62,15.15,-0.93,-10.94
tmax,ND,2001,-3.09,-8.77,2.62,12.29,20.81,23.84,28.08,29.33,21.97,12.41,9.38,-2.31
tmax,ND,2002,-3.02,1.81,-2.50,10.25,17.10,26.00,29.70,26.35,23.11,6.86,3.93,-1.01
tmax,ND,2003,-6.31,-6.56,1.47,14.58,18.80,23.31,28.71,30.40,21.42,16.55,-1.19,-1.42
tmax,ND,2004,-10.16,-3.89,5.05,14.10,16.96,22.17,26.76,23.64,22.26,13.41,7.09,-1.61
tmax,ND,2005,-8.23,-0.45,4.34,15.94,17.24,24.37,28.30,26.55,23.54,14.07,4.70,-3.64
tmax,ND,2006,0.64,-3.41,2.41,16.60,20.44,26.22,31.84,28.42,20.32,10.98,4.56,0.19
tmax,ND,2007,-4.15,-8.29,6.49,11.71,20.63,25.35,30.20,26.10,22.43,14.58,4.37,-4.96
tmax,ND,2008,-6.30,-5.50,3.36,12.04,18.48,22.95,28.41,28.02,21.34,13.64,3.32,-9.38
tmax,ND,2009,-9.13,-6.02,-0.87,9.65,18.65,22.96,25.08,25.20,24.82,7.43,9.25,-9.03
tmax,ND,2010,-8.12,-7.36,4.70,16.19,17.85,23.59,27.64,28.07,18.80,16.20,2.84,-8.03
tmax,ND,2011,-9.31,-6.70,-1.82,9.58,16.48,23.23,28.42,27.53,22.38,16.10,5.77,0.37
tmax,ND,2012,-0.83,0.02,12.04,15.04,20.38,26.08,30.92,28.02,23.59,10.96,2.81,-5.42
tmax,ND,2013,-5.94,-3.65,-1.65,5.28,19.03,23.81,27.26,27.80,23.61,10.87,2.75,-9.75
tmax,ND,2014,-6.90,-8.67,0.51,9.85,18.77,23.19,26.19,25.69,21.55,14.92,-1.19,-2.80
tmax,ND,2015,-3.68,-6.91,7.43,14.93,18.30,25.14,28.15,27.86,24.72,15.68,6.02,-1.78
tmax,ND,2016,-5.37,1.24,8.92,12.12,21.22,26.01,27.46,27.57,21.32,13.84,9.97,-7.44
tmax,ND,2017,-7.45,-1.24,3.14,12.92,20.30,25.90,30.12,25.73,21.67,14.55,2.67,-3.96
tmax,ND,2018,-5.49,-8.68,1.08,7.34,23.57,26.59,27.82,27.72,19.61,9.74,-0.84,-1.57
tmax,ND,2019,-7.73,-14.02,-1.13,11.35,16.64,25.03,27.49,25.45,20.64,8.18,1.41,-4.11
tmax,ND,2020,-5.97,-2.61,4.32,10.26,18.25,27.11,28.57,28.25,21.50,9.16,6.83,1.00
tmax,ND,2021,-1.50,-8.64,,,,,,,,,,
tmax,NE,1990,7.16,5.79,10.98,16.87,20.43,29.46,29.97,29.93,28.10,19.45,12.57,0.56
tmax,NE,1991,-0.69,10.33,12.85,17.53,23.28,29.21,31.47,30.47,26.16,18.83,4.57,5.36
tmax,NE,1992,6.09,9.14,12.79,17.18,23.84,25.40,27.13,26.18,25.18,18.84,4.74,1.06
tmax,NE,1993,-2.33,-1.69,7.76,14.25,21.67,26.01,28.11,28.39,21.98,17.22,7.05,4.57
tmax,NE,1994,-0.03,0.42,13.41,17.53,24.79,29.24,28.89,29.45,26.19,18.81,9.76,3.85
tmax,NE,1995,1.63,8.08,9.74,13.87,17.57,26.53,31.79,31.96,23.85,18.28,9.55,3.50
tmax,NE,1996,-0.52,6.65,7.73,17.47,19.66,28.34,29.02,27.80,22.51,18.83,4.69,1.09
tmax,NE,1997,0.73,3.99,13.41,13.14,20.99,28.47,31.14,28.65,25.98,18.76,8.08,3.22
tmax,NE,1998,2.59,6.94,5.18,15.96,25.07,26.32,30.49,30.08,29.07,18.35,11.06,6.13
tmax,NE,1999,2.48,9.94,11.26,15.32,22.13,25.93,31.93,29.14,24.48,20.32,16.41,6.81
tmax,NE,2000,4.95,9.10,12.90,18.21,24.89,28.36,30.91,32.37,27.22,19.62,4.31,-2.36
tmax,NE,2001,3.23,-0.38,7.69,18.49,22.98,27.94,32.05,30.92,25.00,18.83,14.93,6.27
tmax,NE,2002,6.00,7.10,6.61,18.51,21.54,31.26,33.74,30.32,26.15,13.61,10.00,7.24
tmax,NE,2003,3.60,2.77,11.58,17.87,21.27,26.07,32.71,31.91,24.52,21.33,8.13,4.91
tmax,NE,2004,1.58,2.45,13.36,18.91,23.69,25.90,28.78,27.83,27.50,18.64,10.40,5.91
tmax,NE,2005,0.05,7.99,12.07,17.70,22.83,28.46,32.20,29.87,28.19,19.45,12.95,1.66
tmax,NE,2006,10.06,5.83,9.55,20.61,24.47,30.14,32.86,29.60,22.63,16.50,11.21,6.12
tmax,NE,2007,0.20,0.71,14.91,15.19,24.20,27.75,31.37,31.08,26.04,19.81,12.52,0.03
tmax,NE,2008,0.13,2.75,10.37,14.46,21.37,27.60,31.12,28.81,24.47,17.71,10.50,0.71
tmax,NE,2009,2.96,7.36,11.11,15.54,23.01,26.55,28.29,28.10,23.64,11.79,13.36,-1.96
tmax,NE,2010,-1.23,0.10,10.18,19.10,20.83,28.42,30.32,31.30,26.02,21.27,10.14,2.80
tmax,NE,2011,-0.80,2.90,9.87,16.30,21.30,27.83,32.36,30.02,24.18,20.12,11.47,4.67
tmax,NE,2012,6.82,5.17,19.63,20.15,26.04,30.94,35.23,31.22,27.48,17.14,13.10,4.51
tmax,NE,2013,2.75,4.48,8.37,13.63,22.19,28.21,30.00,29.66,27.75,17.21,9.58,1.91
tmax,NE,2014,3.44,0.22,10.10,17.42,23.01,27.55,29.21,29.21,24.53,20.26,7.85,3.18
tmax,NE,2015,4.41,3.06,15.12,18.18,20.32,27.85,30.15,28.62,27.84,20.02,11.82,4.66
tmax,NE,2016,1.89,7.70,15.36,17.64,21.54,31.15,30.37,28.90,26.01,21.27,14.68,2.21
tmax,NE,2017,1.46,9.84,12.83,17.27,21.64,29.93,32.22,27.54,26.68,18.63,11.76,3.88
tmax,NE,2018,0.97,0.93,10.76,12.90,25.80,29.94,29.86,28.65,25.50,15.58,7.22,3.71
tmax,NE,2019,2.09,-2.35,6.01,17.90,19.15,27.52,30.54,27.97,27.68,14.87,9.02,5.10
tmax,NE,2020,2.42,5.69,11.96,16.94,20.52,30.91,30.94,30.67,25.08,16.12,14.27,6.28
tmax,NE,2021,3.54,-2.69,,,,,,,,,,
tmax,NH,1990,1.72,1.14,7.02,12.51,17.74,24.12,26.45,25.70,20.01,15.28,7.70,3.17
tmax,NH,1991,-2.54,2.00,5.83,15.07,21.96,24.72,26.43,25.87,19.51,15.55,6.78,0.13
tmax,NH,1992,-2.16,-0.28,3.01,10.53,20.03,23.77,24.11,23.87,20.94,11.55,5.11,0.97
tmax,NH,1993,-0.76,-3.97,4.58,13.27,20.22,23.93,27.12,26.38,19.95,12.66,7.48,0.80
tmax,NH,1994,-6.28,-3.01,3.86,12.88,18.28,25.78,28.05,24.44,19.31,15.07,9.55,2.95
tmax,NH,1995,0.25,-2.00,6.57,9.89,18.22,25.88,28.00,26.37,20.20,16.93,4.74,-2.65
tmax,NH,1996,-2.22,-1.35,3.94,11.11,17.73,24.22,25.55,26.03,20.96,13.75,4.67,2.60
tmax,NH,1997,-2.59,2.11,2.99,10.84,15.52,25.20,26.29,24.86,20.32,13.91,5.25,0.74
tmax,NH,1998,-0.21,3.46,6.56,14.27,22.22,22.21,26.50,26.42,22.34,14.81,7.18,4.77
tmax,NH,1999,-0.99,2.03,5.18,12.72,21.18,26.99,28.07,25.49,23.18,13.63,9.99,1.70
tmax,NH,2000,-3.29,1.09,8.63,11.03,18.58,23.29,24.60,24.40,20.76,14.62,6.38,-1.97
tmax,NH,2001,-1.80,-0.07,2.74,12.66,21.46,25.22,25.24,28.11,22.33,16.40,8.80,4.08
tmax,NH,2002,1.38,2.38,5.19,13.32,17.53,22.96,27.06,27.96,24.13,12.34,5.27,0.03
tmax,NH,2003,-6.03,-2.75,5.60,10.87,17.98,24.19,26.89,26.65,21.59,13.59,8.09,0.59
tmax,NH,2004,-7.47,0.42,6.30,12.92,20.75,23.29,25.36,25.22,22.13,14.17,7.30,-0.08
tmax,NH,2005,-3.40,1.28,3.43,14.34,15.29,26.34,27.68,26.44,23.41,14.05,8.28,-0.52
tmax,NH,2006,2.23,-0.10,4.28,14.05,18.68,23.72,28.05,24.61,20.38,13.38,9.73,4.16
tmax,NH,2007,-0.92,-3.98,4.52,10.04,20.56,24.52,25.43,26.37,22.97,17.13,5.77,-1.15
tmax,NH,2008,-0.30,0.04,3.75,14.85,18.52,24.53,27.05,24.37,21.25,13.28,6.52,1.21
tmax,NH,2009,-4.81,0.73,5.85,14.57,19.22,21.83,24.25,26.30,20.98,11.52,9.92,-0.50
tmax,NH,2010,-1.24,-0.12,8.61,15.66,21.74,24.05,28.49,26.02,22.33,13.94,7.03,-0.93
tmax,NH,2011,-3.14,-0.43,4.29,12.16,20.07,23.71,28.12,25.97,22.52,14.91,10.68,3.65
tmax,NH,2012,-0.46,2.52,10.80,13.82,20.74,23.65,27.84,27.54,21.77,15.76,6.39,2.08
tmax,NH,2013,-1.22,-0.52,4.55,12.99,20.88,24.17,27.79,25.45,21.02,15.50,6.15,-1.05
tmax,NH,2014,-3.06,-2.24,0.98,12.69,19.14,24.43,26.78,24.61,21.79,15.24,5.56,1.73
tmax,NH,2015,-3.83,-6.93,2.09,11.21,23.88,22.06,26.46,26.63,24.88,13.93,10.18,5.61
tmax,NH,2016,-0.74,2.37,7.61,12.00,20.05,24.72,27.69,27.32,23.18,14.67,7.99,0.63
tmax,NH,2017,0.99,2.53,2.20,14.56,17.40,24.17,26.13,25.11,23.73,18.69,6.54,-2.70
tmax,NH,2018,-2.64,2.87,4.15,9.05,22.57,23.85,28.35,27.07,22.43,12.00,3.56,0.88
tmax,NH,2019,-2.19,-0.52,4.36,12.06,16.81,23.91,28.55,26.42,21.39,14.56,4.39,0.57
tmax,NH,2020,1.09,1.28,7.22,10.53,19.62,25.26,28.47,26.25,22.16,14.23,9.49,2.34
tmax,NH,2021,-1.27,-1.14,,,,,,,,,,
tmax,NJ,1990,7.62,8.96,11.87,15.65,19.79,26.29,28.28,27.43,23.46,20.75,13.98,9.03
tmax,NJ,1991,4.72,8.19,11.25,16.74,25.44,28.01,29.21,29.05,24.45,18.94,12.08,7.91
tmax,NJ,1992,5.25,6.12,8.18,14.36,20.31,24.97,27.65,26.36,23.30,16.64,10.78,5.81
tmax,NJ,1993,6.01,3.12,6.97,15.59,22.93,26.83,30.37,28.67,23.57,17.23,12.43,5.49
tmax,NJ,1994,0.05,3.14,8.45,18.30,21.09,28.21,29.94,26.66,23.83,18.42,15.11,9.09
tmax,NJ,1995,5.80,3.31,11.87,15.93,20.72,26.14,29.67,29.83,24.28,20.78,9.65,2.63
tmax,NJ,1996,3.03,4.50,7.82,15.79,20.28,26.65,26.85,27.59,24.06,18.12,9.42,7.42
tmax,NJ,1997,3.55,8.46,10.20,15.17,20.07,26.08,29.55,27.34,23.86,18.50,9.97,6.57
tmax,NJ,1998,7.91,8.24,11.06,17.35,22.75,25.13,29.25,29.23,26.28,18.36,12.95,9.69
tmax,NJ,1999,5.76,7.11,9.66,16.86,21.84,27.57,31.90,28.91,24.53,18.00,14.48,7.66
tmax,NJ,2000,3.66,6.56,13.37,15.07,22.05,26.51,26.62,26.33,23.71,18.99,11.12,3.22
tmax,NJ,2001,3.61,6.34,7.87,16.77,22.42,27.31,27.62,29.57,24.48,19.65,15.57,10.12
tmax,NJ,2002,7.35,9.47,11.48,18.27,21.15,27.00,30.54,30.19,25.88,16.94,10.92,4.97
tmax,NJ,2003,0.67,2.14,10.99,14.36,18.65,24.47,28.99,28.69,23.85,17.37,14.00,6.46
tmax,NJ,2004,-0.25,5.53,10.80,16.54,24.50,25.84,27.56,27.17,25.12,16.98,13.09,6.70
tmax,NJ,2005,3.01,6.18,7.35,17.79,19.69,27.89,29.49,30.03,27.76,17.94,14.44,4.78
tmax,NJ,2006,8.70,6.09,10.70,18.45,22.40,26.05,30.11,28.84,22.97,17.76,14.34,10.57
tmax,NJ,2007,7.00,1.34,11.12,14.36,24.06,27.18,28.45,28.13,26.12,22.03,11.29,5.69
tmax,NJ,2008,5.96,6.67,10.68,17.33,20.30,28.68,30.12,27.99,24.86,18.06,10.71,7.33
tmax,NJ,2009,1.22,6.99,10.34,17.36,21.64,24.19,27.54,28.77,23.14,16.88,14.10,5.79
tmax,NJ,2010,3.96,3.23,13.38,19.64,23.73,28.81,31.44,29.21,26.67,18.92,12.45,3.34
tmax,NJ,2011,1.69,6.95,10.12,17.14,22.62,27.30,31.18,28.22,24.43,18.61,15.21,9.85
tmax,NJ,2012,6.62,8.91,15.37,17.71,23.35,26.73,31.05,29.04,25.10,18.47,9.98,8.78
tmax,NJ,2013,5.22,4.71,8.44,16.73,21.69,27.07,30.06,27.05,24.28,19.61,11.45,6.78
tmax,NJ,2014,1.93,3.54,7.41,16.37,22.28,27.23,28.88,27.47,25.19,19.18,10.34,7.54
tmax,NJ,2015,2.19,-0.02,7.47,16.76,25.13,26.26,29.30,29.73,27.30,18.53,15.20,13.10
tmax,NJ,2016,4.78,7.21,14.29,16.99,20.87,27.64,30.67,30.41,26.78,19.38,14.00,6.94
tmax,NJ,2017,6.07,9.92,8.87,18.83,20.45,26.95,29.10,27.32,25.72,21.71,12.47,4.98
tmax,NJ,2018,3.50,8.86,7.86,14.42,23.87,26.62,30.13,29.78,25.16,18.13,10.22,7.39
tmax,NJ,2019,4.55,6.00,9.34,18.15,22.12,26.89,31.01,28.78,26.42,19.41,10.55,6.75
tmax,NJ,2020,7.47,8.36,13.08,14.51,20.62,27.83,31.37,29.30,24.77,18.89,15.46,7.31
tmax,NJ,2021,4.73,3.76,,,,,,,,,,
tmax,NM,1990,10.38,11.88,15.98,21.03,24.93,34.06,30.07,28.81,26.82,22.25,15.74,8.78
tmax,NM,1991,8.22,14.22,15.15,21.07,26.53,29.92,29.41,29.00,25.02,22.92,12.30,8.58
tmax,NM,1992,7.88,12.39,16.55,22.44,23.60,29.12,31.20,29.78,28.14,23.67,12.03,8.07
tmax,NM,1993,9.58,11.31,16.87,21.17,25.52,30.74,32.37,29.75,27.20,21.31,13.64,11.01
tmax,NM,1994,11.62,12.34,17.07,20.93,25.46,33.61,33.18,32.06,27.88,21.20,14.14,11.70
tmax,NM,1995,9.63,15.95,16.61,19.45,24.29,29.38,32.24,31.94,27.09,23.85,17.92,11.55
tmax,NM,1996,11.90,15.07,16.45,22.14,30.07,31.86,31.59,30.04,25.37,21.34,15.73,11.88
tmax,NM,1997,8.38,10.83,19.09,17.91,25.46,29.88,32.01,30.40,28.44,21.69,14.00,7.10
tmax,NM,1998,11.59,10.95,15.23,18.87,27.40,31.95,32.24,30.61,29.91,21.53,16.32,11.54
tmax,NM,1999,13.41,16.48,17.99,19.94,24.99,29.75,30.60,29.89,26.82,23.74,19.74,10.48
tmax,NM,2000,13.50,16.34,17.24,23.62,29.67,30.74,32.82,32.04,30.20,20.19,10.80,10.15
tmax,NM,2001,7.91,12.55,15.40,22.48,27.27,32.07,33.00,30.59,28.93,23.89,15.99,10.72
tmax,NM,2002,11.33,12.76,17.44,24.48,27.86,33.66,32.01,32.46,27.20,20.05,14.40,9.05
tmax,NM,2003,14.06,11.73,16.71,21.93,27.78,30.30,34.66,32.10,28.18,24.70,15.56,11.99
tmax,NM,2004,11.06,10.35,19.09,19.37,27.55,31.19,31.61,29.59,26.71,20.67,12.63,10.52
tmax,NM,2005,12.20,11.21,14.72,20.75,25.89,31.37,33.70,30.05,28.62,21.52,17.52,11.98
tmax,NM,2006,13.50,14.98,16.39,24.13,28.70,32.83,32.23,28.77,24.60,21.11,17.54,9.68
tmax,NM,2007,6.93,13.07,18.58,20.50,24.50,31.04,31.74,32.18,28.18,24.18,17.55,9.50
tmax,NM,2008,8.96,13.74,17.40,21.59,26.05,32.84,30.36,29.99,26.25,22.48,16.72,11.24
tmax,NM,2009,12.87,15.54,18.29,20.97,27.03,29.82,32.84,31.72,26.62,20.31,17.22,7.38
tmax,NM,2010,9.53,9.10,15.46,21.11,25.66,32.79,31.53,31.55,29.78,23.05,15.47,13.42
tmax,NM,2011,10.93,11.38,20.05,23.35,25.63,33.76,33.98,33.60,27.99,22.86,15.37,6.34
tmax,NM,2012,12.85,12.29,19.30,24.15,27.49,34.01,32.39,32.56,28.26,23.62,18.45,11.27
tmax,NM,2013,8.64,11.48,18.27,21.51,26.62,33.85,31.10,31.19,26.86,21.24,14.32,9.64
tmax,NM,2014,12.55,14.56,17.77,21.11,25.42,32.60,32.09,29.79,27.05,23.58,14.89,11.15
tmax,NM,2015,9.61,14.44,18.17,21.18,23.57,31.32,31.46,32.14,29.55,22.27,15.25,10.55
tmax,NM,2016,9.66,15.86,19.34,20.87,24.74,32.70,34.67,29.52,27.71,25.48,16.63,11.33
tmax,NM,2017,10.25,15.96,21.15,21.72,25.43,32.92,32.45,29.68,27.76,22.99,19.63,13.08
tmax,NM,2018,12.71,14.58,18.28,23.24,29.19,33.67,32.68,31.73,28.54,19.72,14.24,9.78
tmax,NM,2019,10.11,12.18,16.49,21.86,24.04,30.85,33.62,33.49,29.48,20.92,15.27,10.68
tmax,NM,2020,11.16,12.09,17.30,22.18,28.94,32.68,34.00,34.28,28.21,24.47,17.93,11.05
tmax,NM,2021,10.39,12.01,,,,,,,,,,
tmax,NV,1990,7.08,6.81,15.01,20.05,21.34,28.98,33.59,31.47,28.93,21.58,12.45,2.23
tmax,NV,1991,5.19,14.15,10.47,15.61,18.93,26.89,34.13,32.56,28.01,21.95,11.42,6.87
tmax,NV,1992,6.41,11.50,14.76,21.61,27.07,28.37,31.74,32.93,28.21,21.81,9.77,3.70
tmax,NV,1993,2.28,4.99,14.21,16.98,24.41,25.86,30.03,30.87,27.86,19.65,10.30,6.70
tmax,NV,1994,9.25,7.96,16.54,18.15,23.48,31.02,34.96,34.15,28.27,18.67,6.00,6.06
tmax,NV,1995,6.79,14.83,12.15,15.73,19.01,25.03,32.30,32.97,28.72,21.60,16.91,8.86
tmax,NV,1996,8.46,9.94,14.32,18.59,22.67,30.00,34.72,33.53,26.36,19.40,12.61,7.60
tmax,NV,1997,6.27,8.92,16.80,16.12,26.03,27.05,31.52,32.87,27.42,19.61,13.04,5.24
tmax,NV,1998,8.77,7.33,12.65,15.23,18.50,25.22,34.13,34.16,26.27,17.67,11.68,5.94
tmax,NV,1999,8.84,10.14,14.43,14.18,22.10,28.44,32.98,31.62,28.04,23.42,16.48,8.43
tmax,NV,2000,8.84,10.61,13.56,20.84,24.53,31.06,33.93,33.29,27.32,19.00,8.39,8.54
tmax,NV,2001,5.47,7.26,15.16,16.81,27.81,30.86,33.22,34.85,29.69,22.89,13.42,5.15
tmax,NV,2002,6.36,10.23,12.47,19.14,23.40,30.89,35.85,32.46,28.02,19.24,12.74,8.00
tmax,NV,2003,12.32,8.98,14.77,15.04,23.65,30.77,36.10,32.71,28.77,24.32,9.17,7.03
tmax,NV,2004,5.29,6.43,18.40,18.97,23.90,30.22,34.00,31.47,27.04,18.05,9.82,6.91
tmax,NV,2005,3.63,6.85,13.61,16.61,22.45,26.80,35.74,32.87,26.47,20.43,13.86,6.97
tmax,NV,2006,8.05,10.26,10.22,17.32,25.26,31.54,35.47,32.43,27.35,19.58,12.81,6.60
tmax,NV,2007,4.90,10.73,17.43,18.90,25.82,31.30,36.14,33.64,26.77,19.38,14.40,5.01
tmax,NV,2008,3.85,8.90,13.56,17.51,22.16,29.78,34.92,34.06,28.98,21.23,14.77,6.15
tmax,NV,2009,8.52,9.55,13.39,17.20,26.13,26.35,34.53,32.19,30.31,17.89,13.66,2.85
tmax,NV,2010,6.30,9.22,12.98,15.69,18.49,28.47,34.51,32.22,29.50,20.10,10.23,7.65
tmax,NV,2011,7.32,8.15,12.77,15.73,19.47,27.34,33.58,34.12,29.92,21.10,11.05,7.49
tmax,NV,2012,10.08,9.58,15.01,20.00,25.17,30.59,34.61,34.47,29.97,21.85,14.88,6.43
tmax,NV,2013,2.86,8.74,16.16,18.65,23.85,31.70,35.47,32.86,26.51,18.57,13.19,4.66
tmax,NV,2014,10.70,12.30,15.28,19.06,24.34,30.11,35.20,30.56,28.71,23.12,13.46,8.51
tmax,NV,2015,9.54,14.23,18.50,18.83,21.85,32.53,31.65,33.28,29.32,22.26,9.64,6.38
tmax,NV,2016,5.88,11.90,15.64,19.19,22.26,32.18,34.53,33.53,27.18,21.13,14.92,5.99
tmax,NV,2017,3.99,10.28,16.81,17.39,23.97,31.14,35.59,33.64,26.32,20.51,15.14,9.07
tmax,NV,2018,11.37,9.45,12.45,19.67,23.79,31.04,36.08,33.92,29.54,19.30,12.49,6.19
tmax,NV,2019,7.86,5.83,12.30,19.16,20.02,28.81,33.65,34.19,26.44,18.18,14.19,6.55
tmax,NV,2020,8.93,11.50,13.08,18.93,25.03,29.13,35.07,35.35,30.52,23.61,13.02,7.55
tmax,NV,2021,8.25,9.73,,,,,,,,,,
tmax,NY,1990,3.84,3.38,7.78,13.44,17.35,24.10,26.27,25.15,20.39,16.14,9.75,4.69
tmax,NY,1991,-0.81,2.97,6.84,14.73,22.71,25.84,27.26,26.41,21.01,16.49,7.58,2.90
tmax,NY,1992,-0.08,0.82,3.40,11.13,19.57,22.90,23.82,23.57,20.91,12.55,6.39,1.81
tmax,NY,1993,0.54,-2.56,3.43,12.97,20.06,23.57,27.48,26.40,19.88,13.73,7.66,0.65
tmax,NY,1994,-5.55,-2.04,3.85,14.17,17.97,25.41,27.45,24.22,20.29,15.36,10.93,4.18
tmax,NY,1995,1.69,-1.37,8.10,10.76,18.51,26.07,27.73,27.47,20.63,17.38,4.96,-1.92
tmax,NY,1996,-1.43,-0.43,3.88,11.32,17.88,24.39,25.06,25.94,20.94,15.04,4.86,3.66
tmax,NY,1997,-1.08,3.31,4.72,11.67,16.25,25.04,26.21,24.58,20.40,14.68,5.76,1.89
tmax,NY,1998,2.01,4.08,7.04,14.51,22.37,23.29,26.01,26.39,22.64,15.18,8.09,5.92
tmax,NY,1999,-0.73,3.03,4.63,13.50,21.31,26.39,28.65,25.24,23.02,14.58,10.99,3.01
tmax,NY,2000,-1.19,2.16,9.48,11.63,19.81,23.50,24.24,24.35,20.86,15.38,6.86,-1.84
tmax,NY,2001,-0.48,1.30,2.71,13.86,20.78,24.76,25.45,28.02,21.87,16.39,11.94,5.43
tmax,NY,2002,2.93,4.56,6.52,13.95,17.21,24.47,27.87,27.61,24.09,13.15,6.65,0.79
tmax,NY,2003,-4.43,-2.17,6.69,11.43,18.13,22.90,26.24,26.46,21.65,13.66,9.91,2.52
tmax,NY,2004,-5.50,0.49,7.10,12.78,21.34,23.23,25.21,24.36,22.54,14.63,8.96,1.96
tmax,NY,2005,-2.11,1.45,3.31,14.95,17.19,27.11,28.02,27.60,24.01,14.54,10.59,-0.25
tmax,NY,2006,4.10,1.12,5.45,14.63,19.56,23.72,27.65,25.51,19.79,13.63,10.50,5.95
tmax,NY,2007,1.16,-3.74,5.56,10.63,21.19,26.01,25.75,26.56,23.68,18.68,7.18,0.98
tmax,NY,2008,1.54,0.41,4.35,16.58,17.90,25.50,26.82,24.57,22.13,14.27,7.05,2.25
tmax,NY,2009,-3.86,1.75,6.94,14.45,19.63,22.57,24.29,25.85,20.97,12.75,10.84,0.67
tmax,NY,2010,-1.11,-0.61,9.13,17.05,21.90,24.56,28.41,26.19,21.95,14.73,8.55,-0.95
tmax,NY,2011,-2.60,0.62,5.07,13.17,20.20,24.71,28.75,25.80,22.29,15.13,11.97,4.81
tmax,NY,2012,1.92,3.63,12.92,13.20,22.34,24.49,28.70,26.98,21.88,15.63,6.98,4.03
tmax,NY,2013,0.99,-0.15,3.96,13.02,21.12,23.80,27.55,25.07,21.18,16.48,6.70,1.25
tmax,NY,2014,-2.69,-1.91,1.76,13.35,20.17,24.95,25.80,24.73,22.17,16.00,6.48,2.79
tmax,NY,2015,-2.66,-6.24,2.47,12.95,23.61,23.19,26.54,26.16,24.88,14.55,11.81,8.51
tmax,NY,2016,0.42,2.85,9.72,12.11,19.97,25.08,28.17,28.15,24.15,15.85,10.01,2.05
tmax,NY,2017,1.93,4.76,3.70,15.65,17.96,24.05,25.91,25.19,23.32,19.04,7.80,-0.50
tmax,NY,2018,-1.23,4.23,3.65,9.04,22.71,24.01,28.57,26.97,22.86,13.64,4.86,2.82
tmax,NY,2019,-1.20,1.18,4.79,13.31,18.26,23.83,28.14,25.90,22.42,15.98,5.48,2.36
