type,state,year,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
tmax,MA,2020,5.85,5.83,10.88,11.62,20.12,26.55,29.49,28.71,23.83,17.29,13.98,6.39
tmax,MA,2021,3.39,2.60,,,,,,,,,,
tmax,MD,1990,10.22,11.89,14.56,18.13,21.68,28.19,30.24,28.18,24.68,21.72,15.95,10.89
tmax,MD,1991,6.70,10.35,13.12,19.20,27.17,29.16,31.12,30.48,25.74,20.83,13.32,9.82
tmax,MD,1992,7.30,8.70,10.72,17.60,21.58,26.24,29.82,27.34,24.58,18.35,12.64,7.08
tmax,MD,1993,7.39,5.01,9.13,17.60,24.22,28.30,32.00,30.42,25.56,18.95,13.59,6.01
tmax,MD,1994,1.56,6.03,11.25,21.50,21.79,30.11,30.95,27.81,24.66,19.49,16.22,10.27
tmax,MD,1995,6.83,5.20,14.43,18.88,22.82,27.48,31.30,30.91,25.71,22.10,10.36,4.45
tmax,MD,1996,4.16,6.16,9.65,18.33,21.48,28.37,28.57,28.49,24.98,19.49,9.85,8.91
tmax,MD,1997,5.85,9.73,13.25,16.69,21.97,27.08,30.70,28.94,25.20,20.02,10.84,8.03
tmax,MD,1998,9.32,9.42,12.76,19.51,24.30,27.01,30.46,30.50,28.57,19.82,14.68,10.67
tmax,MD,1999,8.16,8.66,11.05,18.80,24.40,27.97,32.67,30.26,25.20,19.41,16.34,9.31
tmax,MD,2000,5.76,9.85,15.69,17.56,24.71,28.20,27.78,27.76,24.36,20.90,12.06,3.41
tmax,MD,2001,4.99,9.19,10.06,19.40,23.37,28.29,28.40,30.10,24.88,20.91,17.49,11.29
tmax,MD,2002,9.24,10.91,13.66,20.39,23.50,29.25,31.76,31.48,27.00,18.30,12.03,6.28
tmax,MD,2003,2.40,3.76,13.56,17.79,20.30,26.19,29.56,29.80,24.99,18.91,16.27,7.35
tmax,MD,2004,2.27,6.87,13.31,18.17,26.71,27.19,29.48,28.39,25.85,18.57,14.43,8.48
tmax,MD,2005,5.78,7.96,9.51,19.40,21.31,28.55,30.89,30.50,28.68,19.40,15.71,5.81
tmax,MD,2006,10.62,7.67,13.07,20.82,23.65,27.87,31.24,31.11,23.79,18.94,14.98,12.02
tmax,MD,2007,8.72,2.81,14.00,16.55,25.38,28.95,30.64,30.79,27.70,23.75,12.99,7.85
tmax,MD,2008,7.22,8.73,13.35,19.42,22.37,29.97,30.69,28.94,26.20,19.34,11.84,9.19
tmax,MD,2009,3.14,9.02,12.13,19.16,23.22,27.10,28.97,30.08,24.35,18.53,14.80,6.49
tmax,MD,2010,4.77,3.32,14.51,21.50,25.02,30.69,32.67,30.36,27.84,20.28,13.73,3.47
tmax,MD,2011,3.06,9.26,12.39,19.98,24.92,29.56,32.83,29.65,25.24,18.80,15.94,10.78
tmax,MD,2012,8.59,10.28,18.00,19.03,25.73,28.52,32.62,30.03,26.03,19.61,11.21,10.30
tmax,MD,2013,7.40,6.02,9.43,19.09,23.18,28.18,30.62,27.97,25.53,20.25,12.04,8.80
tmax,MD,2014,3.63,5.92,9.77,18.09,24.30,28.30,29.60,27.85,25.77,19.98,11.44,8.70
tmax,MD,2015,4.02,2.11,10.38,18.98,26.43,28.03,29.83,29.62,27.51,19.23,16.37,14.40
tmax,MD,2016,5.71,7.88,16.12,18.65,21.24,28.39,31.75,31.49,27.46,21.14,15.49,8.41
tmax,MD,2017,7.71,12.93,12.19,21.48,22.48,28.90,31.14,28.23,25.99,22.48,13.74,7.06
tmax,MD,2018,5.32,10.86,9.39,16.66,26.52,27.98,30.63,30.45,26.75,20.32,10.93,8.92
tmax,MD,2019,6.03,8.48,11.45,20.69,25.50,28.53,32.31,30.30,28.59,21.66,11.81,9.12
tmax,MD,2020,8.98,10.46,15.50,16.85,21.53,28.57,32.96,29.90,25.11,20.65,17.03,8.42
tmax,MD,2021,6.37,5.63,,,,,,,,,,
tmax,ME,1990,0.81,-0.67,4.46,10.64,16.07,22.72,26.12,26.08,18.93,14.02,6.77,2.66
tmax,ME,1991,-3.27,0.72,4.70,11.92,20.27,24.25,26.49,25.53,19.20,13.93,6.43,-1.29
tmax,ME,1992,-2.93,-1.57,1.84,9.17,19.04,22.82,23.20,23.79,20.28,11.54,4.96,0.22
tmax,ME,1993,-2.57,-5.51,3.67,10.78,18.21,23.11,25.49,26.21,19.65,11.23,6.87,0.58
tmax,ME,1994,-7.33,-3.77,3.02,10.39,16.11,24.44,27.22,24.58,18.91,14.63,8.95,1.62
tmax,ME,1995,-1.53,-2.72,3.78,8.97,16.90,24.84,26.81,26.33,19.23,15.82,4.72,-2.10
tmax,ME,1996,-3.13,-1.79,3.16,9.91,16.50,22.60,23.55,25.28,19.34,12.21,4.61,2.90
tmax,ME,1997,-3.00,-0.25,1.58,9.40,14.74,23.67,26.40,24.26,19.15,12.58,4.84,0.36
tmax,ME,1998,-1.78,2.17,5.15,12.20,20.78,20.92,26.25,26.19,20.52,12.91,5.81,3.16
tmax,ME,1999,-2.04,1.41,5.01,11.54,20.52,25.90,27.17,25.07,23.12,12.47,8.62,1.84
tmax,ME,2000,-2.84,0.06,7.03,10.07,16.30,22.53,24.11,24.06,19.68,13.54,6.34,-1.74
tmax,ME,2001,-2.83,-1.61,2.32,10.51,20.52,24.32,24.85,27.35,21.78,15.60,8.17,3.51
tmax,ME,2002,-0.22,0.59,3.89,10.37,16.70,21.50,25.64,26.97,22.39,11.85,4.59,0.04
tmax,ME,2003,-6.15,-3.95,3.11,9.03,16.37,23.25,25.46,25.16,21.80,13.26,7.62,1.31
tmax,ME,2004,-8.03,-0.43,4.29,10.84,18.07,21.28,24.22,24.72,20.71,14.10,6.38,-0.45
tmax,ME,2005,-4.52,0.08,3.07,11.87,13.70,24.37,26.26,25.80,21.73,13.46,7.52,-0.20
tmax,ME,2006,0.91,-1.08,4.86,12.66,18.11,22.93,27.12,23.46,20.39,13.25,8.87,3.25
tmax,ME,2007,-1.69,-4.01,3.66,8.87,18.12,23.27,24.86,24.95,21.54,16.22,5.47,-1.58
tmax,ME,2008,-0.69,-0.61,2.24,12.71,17.68,22.24,26.46,23.34,20.19,13.19,6.59,0.84
tmax,ME,2009,-5.46,-0.09,4.03,12.62,17.96,20.70,22.70,25.70,20.35,10.60,9.55,-0.10
tmax,ME,2010,-0.89,0.63,8.11,14.08,20.25,22.38,27.09,25.75,20.79,13.34,6.97,0.52
tmax,ME,2011,-2.89,-1.56,3.94,10.61,16.66,22.05,26.93,24.39,21.63,14.37,10.18,3.02
tmax,ME,2012,-1.10,1.10,8.27,12.91,18.41,21.77,27.17,26.44,20.19,14.86,6.17,1.31
tmax,ME,2013,-1.93,-0.09,4.97,11.24,18.34,22.64,26.72,24.74,20.29,15.29,6.32,-2.84
tmax,ME,2014,-3.21,-1.81,0.29,10.51,17.19,23.22,26.18,24.65,20.82,14.82,5.40,1.79
tmax,ME,2015,-3.90,-7.40,1.71,10.11,20.87,20.28,24.85,26.01,23.70,12.98,8.42,4.26
tmax,ME,2016,-0.46,1.69,4.88,10.65,18.28,22.69,26.07,26.31,21.92,14.41,8.28,0.19
tmax,ME,2017,0.31,0.52,1.19,11.70,16.50,22.89,25.45,24.72,23.06,18.04,6.79,-2.48
tmax,ME,2018,-2.84,2.03,3.81,9.14,20.41,22.45,27.37,26.51,21.53,10.85,3.24,0.03
tmax,ME,2019,-2.78,-1.75,3.23,10.04,15.08,22.23,27.41,25.10,19.87,13.80,4.20,0.85
tmax,ME,2020,-0.20,0.69,5.69,9.69,18.35,24.40,26.78,25.79,21.44,13.11,9.05,2.41
tmax,ME,2021,-0.66,-1.09,,,,,,,,,,
tmax,MI,1990,1.96,0.68,6.14,13.16,16.76,23.48,25.36,24.35,20.74,13.71,8.77,0.69
tmax,MI,1991,-3.83,1.07,6.24,13.48,21.50,26.08,26.18,26.32,19.78,14.04,4.30,0.74
tmax,MI,1992,-1.61,0.29,3.71,9.39,19.50,22.16,22.68,22.72,19.48,12.85,4.03,0.17
tmax,MI,1993,-1.80,-2.43,3.60,9.88,18.25,22.01,26.02,25.71,17.45,12.47,4.90,-0.23
tmax,MI,1994,-7.42,-4.32,4.62,12.48,18.46,24.92,25.26,23.07,21.66,15.29,8.54,2.77
tmax,MI,1995,-1.73,-2.33,6.00,9.10,17.81,26.21,26.74,27.07,20.14,14.72,2.10,-2.61
tmax,MI,1996,-3.12,-1.88,1.73,9.10,16.59,23.33,24.22,25.80,20.54,14.39,2.56,-0.65
tmax,MI,1997,-3.73,-0.02,3.82,10.79,14.29,25.13,25.85,22.91,20.35,14.20,4.17,1.31
tmax,MI,1998,-0.51,3.93,4.86,13.96,22.64,23.68,27.10,26.62,23.71,15.50,7.76,3.52
tmax,MI,1999,-3.59,2.01,4.88,13.63,20.78,25.22,28.05,24.47,22.58,13.70,10.33,1.09
tmax,MI,2000,-2.34,2.16,9.39,11.55,19.73,23.09,24.82,24.82,20.29,16.36,5.78,-4.80
tmax,MI,2001,-0.86,-1.33,3.59,13.88,19.85,23.85,26.57,26.80,19.80,13.87,10.99,3.35
tmax,MI,2002,1.35,2.26,2.65,11.66,15.72,24.64,28.84,25.90,23.79,11.89,4.85,0.54
tmax,MI,2003,-4.43,-3.36,4.93,11.59,17.54,23.15,26.24,26.60,21.25,13.67,7.26,1.83
tmax,MI,2004,-5.45,0.14,5.99,12.95,17.86,22.57,24.99,23.05,23.98,14.58,7.62,-0.38
tmax,MI,2005,-3.27,0.70,3.19,14.77,17.16,26.96,27.78,26.54,24.14,15.56,7.71,-2.09
tmax,MI,2006,2.22,-0.65,5.54,15.35,19.05,24.33,28.03,25.95,19.56,12.07,7.77,3.16
tmax,MI,2007,-0.61,-4.90,7.06,11.00,21.30,26.35,26.46,26.44,23.06,17.67,6.02,-0.84
tmax,MI,2008,-1.09,-2.71,2.65,13.61,17.39,24.05,26.32,25.96,21.98,13.54,5.89,-1.99
tmax,MI,2009,-5.86,0.23,5.56,11.78,18.54,22.90,23.37,24.14,22.53,11.26,9.65,-1.10
tmax,MI,2010,-2.63,-0.82,9.31,16.35,20.86,23.79,27.78,27.20,20.21,16.18,7.89,-1.87
tmax,MI,2011,-4.25,-1.31,3.42,10.78,18.21,23.96,28.96,26.15,20.40,15.40,8.76,2.42
tmax,MI,2012,0.37,2.29,12.86,13.02,21.78,25.81,29.79,25.92,21.34,13.64,6.52,2.61
tmax,MI,2013,-0.68,-1.84,2.22,9.15,20.06,23.60,26.24,25.30,21.61,14.64,5.04,-2.92
tmax,MI,2014,-6.61,-5.31,0.14,11.02,18.57,24.38,24.10,24.59,20.96,13.24,2.83,1.28
tmax,MI,2015,-4.16,-7.32,3.98,12.23,20.29,22.83,25.87,24.61,23.86,14.67,10.16,5.27
tmax,MI,2016,-1.90,0.71,7.35,10.56,19.49,24.80,27.29,27.13,23.05,16.11,10.94,-0.53
tmax,MI,2017,-0.39,3.78,3.99,14.03,17.31,24.52,26.29,24.15,23.37,16.71,5.38,-2.08
tmax,MI,2018,-2.39,-0.15,3.84,7.44,22.32,24.24,27.62,26.53,22.38,12.18,2.31,1.54
tmax,MI,2019,-3.89,-2.06,3.21,11.01,16.60,23.04,27.77,25.32,21.95,13.57,3.01,1.69
tmax,MI,2020,0.34,-0.07,6.44,9.93,17.38,25.50,28.45,26.14,20.36,11.76,9.98,1.31
tmax,MI,2021,-0.66,-3.01,,,,,,,,,,
tmax,MN,1990,-0.36,-1.16,5.17,12.85,18.26,25.08,26.34,26.25,22.38,13.60,6.21,-5.29
tmax,MN,1991,-8.14,0.20,4.54,14.17,20.41,26.28,26.08,27.12,19.26,12.04,-1.46,-3.30
tmax,MN,1992,-3.11,-0.74,4.06,9.22,21.32,23.02,22.26,23.16,19.93,13.24,0.20,-5.23
tmax,MN,1993,-7.15,-5.77,2.17,10.87,18.16,21.80,24.02,25.11,16.82,12.21,1.11,-4.44
tmax,MN,1994,-13.37,-8.04,4.48,12.54,21.31,25.12,24.81,24.02,21.70,14.46,5.85,-1.71
tmax,MN,1995,-6.29,-4.21,3.78,8.30,18.23,26.63,26.43,27.02,20.23,11.79,-1.55,-5.95
tmax,MN,1996,-10.59,-5.18,-0.96,8.77,16.96,24.92,25.29,26.29,20.23,13.81,-2.10,-8.55
tmax,MN,1997,-9.78,-3.35,1.49,10.31,16.35,26.33,25.75,24.31,22.10,14.29,-0.09,-0.84
tmax,MN,1998,-5.65,1.96,2.17,15.07,23.31,22.27,26.83,26.86,24.40,14.19,4.45,-1.18
tmax,MN,1999,-8.33,0.63,5.09,13.07,19.92,23.91,28.04,25.08,19.92,13.48,9.46,-0.24
tmax,MN,2000,-5.80,0.79,8.77,12.38,20.49,22.76,26.47,26.11,20.75,15.33,1.68,-11.18
tmax,MN,2001,-3.62,-7.68,1.21,12.03,19.93,24.61,27.92,27.58,20.28,13.00,10.67,-0.88
tmax,MN,2002,-2.36,1.45,-1.15,10.68,16.98,25.79,28.57,25.00,22.09,7.94,2.81,-0.89
tmax,MN,2003,-6.79,-5.68,3.26,13.34,19.10,24.14,26.94,28.13,21.05,14.87,1.78,-1.76
tmax,MN,2004,-9.15,-3.09,4.83,14.04,17.12,22.41,25.48,22.47,22.99,13.59,6.16,-3.11
tmax,MN,2005,-7.95,-0.74,3.19,15.54,16.96,25.47,27.82,25.61,23.13,14.96,5.31,-4.81
tmax,MN,2006,-0.35,-4.31,3.38,16.09,19.70,25.43,30.08,26.39,19.67,11.58,5.48,0.29
tmax,MN,2007,-4.70,-8.06,5.50,11.78,21.90,26.05,28.27,25.55,22.05,15.12,3.93,-6.41
tmax,MN,2008,-7.46,-6.41,1.16,10.31,17.88,23.54,27.05,26.48,21.24,13.56,3.79,-7.87
tmax,MN,2009,-9.95,-3.30,2.50,11.66,19.46,23.33,24.14,24.10,23.62,8.24,8.47,-6.76
tmax,MN,2010,-8.17,-4.44,7.64,17.60,20.04,23.43,27.47,27.47,18.78,16.44,4.32,-7.01
tmax,MN,2011,-9.73,-4.45,1.11,10.84,18.02,23.32,28.88,26.71,21.16,16.39,6.10,-0.27
tmax,MN,2012,-2.24,0.28,11.83,14.18,21.43,26.13,30.24,26.69,22.46,11.74,4.68,-3.53
tmax,MN,2013,-5.70,-4.87,-0.30,6.46,17.97,23.69,26.91,26.73,23.07,12.26,2.61,-9.35
tmax,MN,2014,-9.65,-9.30,-0.62,9.42,18.63,24.23,25.50,25.52,20.97,13.67,-1.11,-2.70
tmax,MN,2015,-5.15,-8.49,5.76,14.41,18.96,24.77,27.18,25.05,23.99,15.11,7.44,-0.39
tmax,MN,2016,-6.22,-1.75,7.51,11.89,20.81,25.17,26.74,26.27,21.57,14.74,9.66,-4.87
tmax,MN,2017,-5.12,1.26,3.70,13.06,18.33,25.33,27.39,24.00,22.43,14.29,2.62,-5.01
tmax,MN,2018,-6.46,-6.04,2.96,6.65,23.92,25.63,27.15,25.99,20.85,9.68,-0.91,-2.03
tmax,MN,2019,-8.46,-8.91,0.94,11.11,16.51,24.61,27.49,24.65,21.18,10.41,0.69,-3.41
tmax,MN,2020,-5.22,-3.22,4.84,10.86,18.20,26.72,28.38,26.54,19.97,9.18,6.80,-0.93
tmax,MN,2021,-2.98,-9.05,,,,,,,,,,
tmax,MO,1990,10.15,10.13,13.73,18.31,21.18,28.88,30.40,29.77,28.26,20.04,16.66,5.65
tmax,MO,1991,0.86,10.87,15.58,20.19,25.79,30.06,32.27,31.69,25.92,21.18,8.86,7.64
tmax,MO,1992,6.88,10.41,14.56,18.64,23.10,26.87,29.69,27.08,25.07,20.36,9.07,5.94
tmax,MO,1993,2.94,4.23,9.73,16.04,23.16,27.71,30.63,30.85,22.87,17.96,9.70,6.49
tmax,MO,1994,1.13,5.73,14.25,19.36,23.21,29.60,30.04,29.74,25.01,20.50,13.99,7.99
tmax,MO,1995,2.89,7.98,14.18,18.38,20.94,27.57,31.11,32.43,24.29,21.75,11.21,5.00
tmax,MO,1996,3.11,8.42,9.96,18.28,24.03,28.21,29.62,29.47,24.44,20.19,7.64,6.33
tmax,MO,1997,2.31,6.87,14.98,15.97,22.07,27.32,31.58,29.10,26.62,20.03,9.42,4.68
tmax,MO,1998,5.76,9.38,9.32,18.04,26.58,28.67,30.52,30.62,29.07,20.96,14.40,7.76
tmax,MO,1999,3.73,10.82,11.52,18.99,23.77,27.86,32.50,30.92,26.65,21.62,18.41,7.95
tmax,MO,2000,5.96,11.37,15.14,19.38,25.60,27.17,29.75,32.51,28.02,21.80,9.42,-1.27
tmax,MO,2001,3.31,6.45,10.22,21.99,24.70,27.65,31.48,31.19,25.49,19.73,17.00,9.05
tmax,MO,2002,7.51,8.90,11.20,20.15,22.41,29.54,31.96,31.00,28.62,17.09,11.27,7.60
tmax,MO,2003,2.70,4.65,13.46,19.91,23.52,26.51,31.77,32.73,24.66,20.84,12.91,7.03
tmax,MO,2004,3.68,6.04,14.60,19.47,25.00,26.93,28.74,27.23,27.12,20.25,13.09,7.20
tmax,MO,2005,4.58,9.42,12.55,19.83,24.23,30.18,32.04,31.24,28.43,20.31,14.69,3.91
tmax,MO,2006,10.54,7.68,13.78,22.95,23.98,29.32,32.31,32.09,24.77,18.56,14.04,8.44
tmax,MO,2007,4.63,3.26,17.79,17.39,25.82,28.55,30.26,33.74,27.90,21.86,13.76,5.09
tmax,MO,2008,5.14,4.15,12.36,17.08,23.06,28.56,30.29,29.05,24.96,19.73,11.94,5.29
tmax,MO,2009,3.11,9.94,14.18,17.50,23.40,29.25,28.17,28.22,24.46,15.22,15.31,3.70
tmax,MO,2010,0.19,2.40,12.63,22.40,23.38,30.52,31.28,32.31,26.40,22.35,14.48,3.27
tmax,MO,2011,1.92,5.69,12.38,19.99,22.62,29.89,33.95,31.60,24.93,21.67,13.86,7.87
tmax,MO,2012,8.32,9.65,20.72,21.34,27.35,30.64,35.92,32.21,25.73,18.57,14.12,8.86
tmax,MO,2013,6.37,6.27,8.36,16.99,23.22,28.40,29.80,29.33,28.22,19.45,10.97,4.23
tmax,MO,2014,3.09,2.08,11.40,19.37,24.42,28.09,28.57,30.39,25.62,20.55,8.87,6.09
tmax,MO,2015,4.98,2.21,13.06,20.41,23.50,28.29,30.11,28.57,28.14,20.71,15.07,10.57
tmax,MO,2016,4.06,9.48,16.28,20.15,22.87,31.01,30.78,29.88,28.01,22.73,16.87,5.08
tmax,MO,2017,6.51,13.58,14.92,20.51,23.87,29.22,31.76,27.99,27.98,21.26,13.62,6.65
tmax,MO,2018,3.29,7.56,12.03,15.38,28.75,31.07,31.77,30.38,27.35,19.27,7.84,7.34
tmax,MO,2019,3.60,5.36,10.16,19.91,23.19,27.91,30.76,29.13,29.41,18.13,10.28,9.14
tmax,MO,2020,5.51,6.69,14.51,17.84,21.67,29.77,31.51,29.17,25.22,17.90,16.10,8.10
tmax,MO,2021,4.77,0.23,,,,,,,,,,
tmax,MS,1990,15.79,18.40,20.18,23.72,27.05,32.35,32.76,34.00,32.13,24.82,21.80,16.31
tmax,MS,1991,11.73,16.33,20.32,24.27,27.84,31.10,33.06,32.17,29.75,25.70,16.74,15.95
tmax,MS,1992,12.45,17.63,19.80,23.75,27.64,30.19,32.41,30.26,28.58,24.90,16.94,13.63
tmax,MS,1993,13.62,14.74,17.07,21.49,26.61,31.28,33.60,33.24,29.93,23.69,17.29,13.55
tmax,MS,1994,10.33,15.75,20.21,25.61,27.00,31.49,31.09,31.55,29.29,23.61,20.45,14.98
tmax,MS,1995,13.43,15.37,20.55,24.57,28.44,30.73,33.33,34.03,30.45,25.11,17.45,13.27
tmax,MS,1996,13.30,15.35,17.18,23.20,29.76,31.09,32.63,31.56,28.85,24.44,17.99,16.21
tmax,MS,1997,12.58,15.67,22.37,21.49,26.79,29.51,33.03,31.81,30.96,24.62,15.90,12.73
tmax,MS,1998,14.35,15.58,18.64,23.13,29.76,33.51,33.92,33.69,32.13,27.13,20.71,15.01
tmax,MS,1999,16.10,18.35,18.65,26.28,28.51,31.25,33.19,35.13,30.87,25.35,21.57,15.05
tmax,MS,2000,14.36,19.03,22.24,22.94,29.68,31.67,34.78,35.79,30.79,26.71,17.02,9.27
tmax,MS,2001,10.59,17.36,16.77,25.67,28.95,30.49,32.89,31.94,28.70,23.80,22.89,16.61
tmax,MS,2002,14.63,14.41,19.18,25.36,27.99,31.41,32.95,32.48,30.85,23.91,17.12,14.04
tmax,MS,2003,10.87,13.32,19.57,24.65,28.39,30.13,31.85,32.58,29.31,24.88,21.57,13.73
tmax,MS,2004,13.47,12.68,21.94,23.69,28.27,30.24,31.89,31.03,30.16,26.83,20.10,14.14
tmax,MS,2005,15.42,15.98,18.45,23.89,27.66,31.23,32.62,33.85,32.03,25.50,21.10,13.28
tmax,MS,2006,17.36,13.69,20.57,27.28,28.54,33.07,34.29,34.98,29.77,24.79,19.11,15.59
tmax,MS,2007,13.10,14.07,24.03,23.02,29.36,32.98,31.72,36.05,31.02,25.89,19.67,17.07
tmax,MS,2008,12.28,16.56,20.50,23.83,27.95,32.49,34.14,31.17,28.74,23.97,18.20,14.86
tmax,MS,2009,13.38,17.34,20.13,24.07,27.24,33.29,32.25,31.77,29.32,22.45,19.40,11.82
tmax,MS,2010,10.46,10.12,17.66,25.89,29.57,33.72,33.75,34.64,32.56,27.34,20.20,11.98
tmax,MS,2011,11.27,16.17,21.20,26.35,28.00,34.38,33.96,34.91,28.82,24.21,19.91,14.41
tmax,MS,2012,17.17,16.45,24.91,25.52,30.15,32.08,33.44,32.10,29.89,23.38,18.66,16.73
tmax,MS,2013,14.63,15.17,16.98,23.13,26.57,31.78,31.36,32.23,31.60,24.62,16.88,13.71
tmax,MS,2014,10.65,13.59,17.75,23.84,27.83,30.91,30.98,32.54,30.61,26.25,16.15,15.39
tmax,MS,2015,12.59,11.35,19.88,24.95,28.44,31.73,33.70,33.01,31.16,25.93,20.62,19.14
tmax,MS,2016,12.35,16.82,21.92,24.65,27.54,32.59,33.67,32.90,32.71,28.72,22.52,15.31
tmax,MS,2017,16.89,20.54,22.21,26.44,27.38,29.81,32.73,31.30,29.76,25.97,20.40,13.95
tmax,MS,2018,10.45,19.26,20.31,22.03,30.77,32.64,33.22,32.49,30.96,25.64,15.97,14.54
tmax,MS,2019,13.15,17.96,18.91,23.66,29.11,31.30,32.31,33.10,34.13,25.21,17.23,15.89
tmax,MS,2020,15.26,15.62,23.12,23.46,27.28,31.18,32.87,32.41,29.19,25.04,21.42,14.64
tmax,MS,2021,13.65,12.08,,,,,,,,,,
tmax,MT,1990,1.47,2.47,8.45,14.00,17.08,23.60,28.29,28.02,25.94,14.22,7.49,-4.03
tmax,MT,1991,-3.36,7.51,7.29,11.58,17.06,22.44,28.75,30.00,22.15,13.41,3.26,3.01
tmax,MT,1992,3.98,7.50,12.23,14.85,21.51,24.59,23.64,26.07,21.16,15.12,3.74,-3.19
tmax,MT,1993,-5.21,-2.99,8.21,12.55,20.63,20.94,20.93,23.75,19.99,14.24,2.46,2.12
tmax,MT,1994,0.09,-2.28,10.12,14.11,20.50,23.88,28.79,29.25,24.71,12.77,3.39,1.16
tmax,MT,1995,-0.13,4.60,6.04,10.66,16.96,22.53,26.62,27.98,21.46,12.36,6.09,-0.22
tmax,MT,1996,-5.04,1.34,2.47,12.75,14.31,24.74,28.73,29.55,19.78,13.56,0.13,-4.02
tmax,MT,1997,-4.05,2.16,7.10,9.57,19.21,23.80,26.43,27.45,23.64,13.70,5.41,2.11
tmax,MT,1998,-1.09,5.24,4.99,14.19,20.39,19.68,29.58,29.74,25.77,14.26,5.47,-0.25
tmax,MT,1999,0.28,4.62,9.60,11.90,17.14,21.85,27.68,28.36,20.14,15.72,11.11,3.93
tmax,MT,2000,0.75,3.80,9.26,14.71,19.06,23.10,30.00,29.52,21.34,13.95,0.07,-3.17
tmax,MT,2001,1.19,-2.21,7.98,12.48,21.33,22.91,28.44,30.88,24.36,13.76,9.26,0.47
tmax,MT,2002,0.31,3.77,-0.23,11.07,16.86,23.51,30.40,25.32,22.08,10.44,7.06,2.74
tmax,MT,2003,1.96,-0.07,5.60,14.15,17.79,23.11,31.61,30.92,21.75,17.30,1.72,1.61
tmax,MT,2004,-3.16,1.45,10.55,15.41,16.71,21.72,28.18,25.77,20.63,13.72,7.51,3.37
tmax,MT,2005,-1.95,5.96,8.57,13.96,17.25,21.60,29.78,27.75,21.97,14.81,6.45,-1.61
tmax,MT,2006,4.63,1.83,6.07,14.89,20.37,24.93,31.86,28.64,21.26,12.17,5.37,2.20
tmax,MT,2007,0.29,0.22,11.31,12.43,19.66,24.72,32.85,28.52,22.00,14.34,6.24,0.10
tmax,MT,2008,-1.11,2.10,6.89,11.35,17.25,22.20,29.14,28.73,21.10,14.41,8.27,-4.01
tmax,MT,2009,-0.15,2.33,4.98,11.56,19.16,22.22,27.48,26.49,26.30,8.45,8.84,-5.40
tmax,MT,2010,-1.14,0.01,9.46,12.94,15.16,21.78,27.23,26.73,20.57,16.81,2.97,-2.08
tmax,MT,2011,-1.65,-2.35,4.19,9.81,15.12,21.18,28.69,29.30,24.77,14.96,5.42,2.54
tmax,MT,2012,2.35,2.31,11.64,15.35,18.04,24.33,31.27,29.68,24.66,12.13,6.32,-0.15
tmax,MT,2013,-0.34,3.27,6.77,10.37,19.13,23.22,29.32,29.02,22.87,12.03,5.62,-2.67
tmax,MT,2014,1.80,-3.49,4.98,12.87,18.88,21.63,29.49,26.70,21.61,16.89,2.70,1.34
tmax,MT,2015,1.47,3.98,12.47,14.58,17.55,26.91,28.27,28.76,23.20,16.59,4.72,0.46
tmax,MT,2016,0.19,7.49,10.61,15.27,18.64,26.46,28.31,27.87,20.55,13.59,10.67,-4.68
tmax,MT,2017,-4.33,2.04,9.10,12.82,20.18,25.10,32.38,28.64,21.28,13.71,5.13,-1.11
tmax,MT,2018,-0.00,-4.25,4.54,11.06,21.01,23.22,29.05,27.78,20.20,12.69,4.67,1.50
tmax,MT,2019,1.45,-9.05,2.81,12.53,16.30,23.34,27.37,27.62,20.39,9.03,4.60,1.96
tmax,MT,2020,0.81,3.06,6.72,11.63,18.26,23.40,28.42,30.03,23.50,11.82,7.05,3.62
tmax,MT,2021,2.75,-3.83,,,,,,,,,,
tmax,NC,1990,14.01,15.81,17.99,21.16,24.99,29.40,31.16,29.91,27.35,23.15,18.90,14.20
tmax,NC,1991,10.40,13.54,17.18,21.86,26.77,28.84,31.10,29.05,27.01,22.57,15.42,13.71
tmax,NC,1992,11.14,13.75,15.90,20.70,22.52,26.42,31.39,27.73,26.32,20.51,15.71,10.36
tmax,NC,1993,11.33,10.26,13.63,19.89,25.74,29.76,33.29,30.30,28.04,21.56,16.19,9.68
tmax,NC,1994,7.90,12.21,17.13,23.38,23.94,29.59,30.12,28.47,25.56,20.86,18.90,13.41
tmax,NC,1995,10.37,9.83,17.83,22.16,25.38,27.34,31.16,30.66,25.52,22.59,13.81,9.33
tmax,NC,1996,8.86,11.19,13.08,20.47,26.07,29.15,30.15,28.47,25.91,21.61,13.22,12.41
tmax,NC,1997,10.24,13.56,19.16,19.05,23.88,26.63,30.93,29.68,26.88,21.71,13.91,10.61
tmax,NC,1998,11.78,12.27,15.06,20.75,26.03,30.20,31.31,30.41,29.28,23.16,17.48,13.80
tmax,NC,1999,13.46,13.44,14.77,22.28,24.90,27.77,31.12,31.37,26.25,20.99,19.31,12.94
tmax,NC,2000,9.51,14.31,18.89,20.07,27.28,29.61,29.24,29.15,25.68,23.23,14.95,7.28
tmax,NC,2001,10.10,14.26,14.28,22.38,25.78,28.87,28.77,30.15,25.63,22.01,20.28,15.07
tmax,NC,2002,12.19,13.68,17.09,23.48,25.12,30.29,31.59,30.85,27.18,21.31,14.78,10.26
tmax,NC,2003,8.15,10.28,17.38,20.12,23.91,27.78,29.57,29.84,26.26,20.90,19.93,10.77
