Program,Year,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2002,HAY,"HAY, SMALL GRAIN - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"6,880"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"19,717"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES), (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"79,683"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",1
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),790
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),129
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),528
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),486
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),22
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),302
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),3
CENSUS,2002,HAY,"HAY, SMALL GRAIN - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,"2,261"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)", (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"13,153"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"37,144"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"22,152"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"36,991"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"12,475"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"41,980"
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES), (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"168,295"
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),16
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES), (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES), (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES), (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),304
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES), (D)
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,133"
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),3
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),1
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),3
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),1
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),5
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),1
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,14
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,953
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, ENTIRE CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,8
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,3.8
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, NONE OF CROP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"78,465"
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, NONE OF CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,"2,247"
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.1
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, PART OF CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,6
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.8
CENSUS,2002,HAY,"HAY, SMALL GRAIN, IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",TOTAL,NOT SPECIFIED,180
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","72,977"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","58,477"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"61,888"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"1,227,983"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"141,543"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"448,629"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"513,089"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"778,597"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"215,484"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,460,190"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",52
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",47
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"7,080"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"8,555"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"7,583"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",3
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"12,953"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"1,591"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)",2
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"11,642"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),351
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,"49,807"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)","129,196"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)","109,779"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"111,855"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"2,319,389"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"249,269"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (2,000 TO 2,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"817,526"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"946,968"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (3,000 TO 4,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"1,440,498"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),"416,225"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN) - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"6,430,926"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)", (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES), (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"1,722"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),286
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),502
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES), (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),835
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES), (D)
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,795"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",1
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",1
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),16
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),26
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),22
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),23
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),2
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),21
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),5
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,116
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, ENTIRE CROP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,985"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, ENTIRE CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,42
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, ENTIRE CROP - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,2.3
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, NONE OF CROP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"3,449,578"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, NONE OF CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,"49,691"
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, NONE OF CROP - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.9
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, PART OF CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,74
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, PART OF CROP - YIELD, MEASURED IN TONS / ACRE",TOTAL,NOT SPECIFIED,1.8
CENSUS,2002,HAY,"HAY, TAME, (EXCL ALFALFA & SMALL GRAIN), IRRIGATED, PART OF CROP, IRRIGATED PORTION - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"1,810"
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)", (D)
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES), (D)
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"48,630"
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"16,659"
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"36,133"
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"18,357"
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"42,349"
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES), (D)
CENSUS,2002,HAY,"HAY, WILD - ACRES HARVESTED",TOTAL,NOT SPECIFIED,"176,401"
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)",1
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",1
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"1,136"
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),338
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),897
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"1,060"
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),57
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),644
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES),6
CENSUS,2002,HAY,"HAY, WILD - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,"4,139"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (1,000 OR MORE ACRES)", (D)
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,"AREA HARVESTED: (1,000 TO 1,999 ACRES)", (D)
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),"13,915"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),"73,522"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),"21,975"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (25.0 TO 49.9 ACRES),"50,189"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),"33,005"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),"59,964"
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",AREA HARVESTED,AREA HARVESTED: (500 TO 999 ACRES), (D)
CENSUS,2002,HAY,"HAY, WILD - PRODUCTION, MEASURED IN TONS",TOTAL,NOT SPECIFIED,"257,730"
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),12
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),440
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES), (D)
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES), (D)
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - ACRES HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES), (D)
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - ACRES HARVESTED",TOTAL,NOT SPECIFIED,680
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (1.0 TO 14.9 ACRES),4
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (100 TO 249 ACRES),3
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (15.0 TO 24.9 ACRES),1
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (250 TO 499 ACRES),2
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",AREA HARVESTED,AREA HARVESTED: (50.0 TO 99.9 ACRES),1
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,11
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED, ENTIRE CROP - ACRES HARVESTED",TOTAL,NOT SPECIFIED,440
CENSUS,2002,HAY,"HAY, WILD, IRRIGATED, ENTIRE CROP - OPERATIONS WITH AREA HARVESTED",TOTAL,NOT SPECIFIED,3
