Program,Year,Commodity,Data Item,Domain,Domain Category,Value
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,83
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"163,586"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"18,423"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,62
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"125,069"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"12,070"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,2
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,24
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,16
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"119,487"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"43,859"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,13
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"36,026"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"8,679"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"83,461"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, IRIS, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"35,180"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,174
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"9,248,846"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"2,979,248"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,112
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"600,561"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,7
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (Z)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,114
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,632,653"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"2,378,264"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,154
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,905,236"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"689,253"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,99
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,6
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,103
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"1,986,903"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"464,461"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,41
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"5,343,610"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"2,289,995"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,26
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,27
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"3,645,750"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, OTHER CLASSES, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"1,913,803"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,104
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"420,909"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"42,820"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,82
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"214,372"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"19,154"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,15
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,15
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,95
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"170,487"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"13,671"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,77
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"11,588"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,14
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,10
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,13
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"250,422"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"29,149"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,9
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"7,566"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, GE 2 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,1
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, GE 2 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,5
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"29,831"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PEONY, WHOLESALE, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED, (D)
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,125
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"543,607"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"150,785"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,76
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"236,391"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"44,076"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,79
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"307,216"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"106,709"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,114
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"244,500"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"41,646"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS, 1 TO 1.9 GALLONS - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,64
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"125,233"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS, 1 TO 1.9 GALLONS - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"13,767"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS, LT 1 GALLON - OPERATIONS WITH SALES",TOTAL,NOT SPECIFIED,72
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN $",TOTAL,NOT SPECIFIED,"119,267"
CENSUS,2009,"BEDDING PLANTS, HERBACEOUS PERENNIAL","BEDDING PLANTS, HERBACEOUS PERENNIAL, PHLOX, RETAIL, POTS, LT 1 GALLON - SALES, MEASURED IN POTS",TOTAL,NOT SPECIFIED,"27,879"
